id,applicationName,componentName,runtime,framework,databases,integrations,storages
tech-389,Marketing Dashboard,Marketing Dashboard Frontend,Go 1.21,Solid.js,"MySQL,Neptune","SQS,SNS","CloudFront,FSx"
tech-390,HR Engine,HR Engine Backend,Python 3.10,FastAPI,"Elasticsearch,PostgreSQL",RabbitMQ,"Backup,CloudFront"
tech-391,HR Engine,HR Engine API,Ruby 3.1,Vue.js,"DocumentDB,Redis,Redshift","SNS,GraphQL,AMQP","FSx,EFS"
tech-392,HR Engine,HR Engine Frontend,Ruby 3.0,Nuxt.js,DocumentDB,"SQS,EventBridge","Backup,CloudFront,EBS"
tech-393,Customer Service Management System,Customer Service Management System Service,Ruby 3.1,Remix,Aurora MySQL,"SQS,SNS,Auth0,MQTT","Glacier,EBS,S3"
tech-394,Customer Service Management System,Customer Service Management System Backend,.NET 6,ASP.NET Core,,"EventBridge,Kinesis,GraphQL,gRPC","FSx,Glacier"
tech-395,Customer Service Management System,Customer Service Management System API,Ruby 3.1,Angular,"SQL Server,PostgreSQL","Step Functions,SNS,WebSockets,Cognito",EBS
tech-396,Customer Service Management System,Customer Service Management System Backend,PHP 8.1,Next.js,"MySQL,Cassandra,Redshift","Step Functions,AMQP",Backup
tech-397,R&D Gateway,R&D Gateway API,PHP 8.1,Vue.js,SQL Server,"Kafka,gRPC","EFS,Storage Gateway"
tech-398,R&D Gateway,R&D Gateway Processor,Node.js 16,Gin,DynamoDB,"EventBridge,SNS,GraphQL",CloudFront
tech-399,R&D Gateway,R&D Gateway Worker,PHP 8.1,Remix,,"Kafka,Auth0",Glacier
tech-400,R&D Gateway,R&D Gateway Worker,Go 1.21,FastAPI,,Step Functions,"Glacier,EBS,Storage Gateway"
tech-401,Manufacturing Tool,Manufacturing Tool Worker,Python 3.9,Angular,,WebSockets,"CloudFront,FSx"
tech-402,Manufacturing Tool,Manufacturing Tool Worker,Node.js 20,Ruby on Rails,"Redis,Neptune,Aurora PostgreSQL","EventBridge,SQS","FSx,S3,Storage Gateway"
tech-403,Manufacturing Tool,Manufacturing Tool Frontend,Python 3.11,FastAPI,,"Auth0,REST API","FSx,Storage Gateway,Glacier"
tech-404,Manufacturing Tool,Manufacturing Tool API,Python 3.11,ASP.NET Core,MongoDB,Kafka,"S3,EBS"
tech-405,Manufacturing Tool,Manufacturing Tool Backend,Python 3.9,Flask,,Kafka,"Storage Gateway,EBS"
tech-406,Engineering Dashboard 137,Engineering Dashboard 137,PHP 8.1,Express.js,MongoDB,"Kafka,GraphQL,Step Functions,gRPC","FSx,CloudFront,EBS"
tech-407,IT Controller 138,IT Controller 138 Frontend,.NET 6,Laravel,Redis,"GraphQL,MQTT","CloudFront,Storage Gateway"
tech-408,IT Controller 138,IT Controller 138 Frontend,Python 3.10,Ruby on Rails,"SQL Server,Aurora MySQL","Kinesis,Auth0,GraphQL",FSx
tech-409,Operations Management System 139,Operations Management System 139 Service,Ruby 3.1,Fiber,,"WebSockets,SNS,Step Functions","Storage Gateway,CloudFront,FSx"
tech-410,Operations Management System 139,Operations Management System 139 Frontend,.NET 7,Flask,Cassandra,REST API,FSx
tech-411,Operations Management System 139,Operations Management System 139 Processor,.NET 8,Spring Boot,"DynamoDB,Neo4j","RabbitMQ,Kafka,AMQP,WebSockets","S3,Glacier,CloudFront"
tech-412,Operations Management System 139,Operations Management System 139 Service,Python 3.10,Gin,,"Kinesis,GraphQL,SQS,Kafka","EBS,FSx,EFS"
tech-413,Legal Service,Legal Service,PHP 8.1,Spring Boot,"Timestream,MongoDB,PostgreSQL",SNS,"EBS,S3"
tech-414,R&D Gateway,R&D Gateway Backend,Java 17,Gin,,REST API,"FSx,Storage Gateway,CloudFront"
tech-415,R&D Gateway,R&D Gateway Processor,Ruby 3.1,Flask,"MySQL,DynamoDB","SNS,Step Functions,SQS,MQTT",FSx
tech-416,Legal Engine,Legal Engine,Java 11,Fiber,Aurora PostgreSQL,Kinesis,Storage Gateway
tech-417,Quality Assurance Platform,Quality Assurance Platform Processor,Python 3.10,Express.js,,"SQS,Kinesis",S3
tech-418,Quality Assurance Platform,Quality Assurance Platform Frontend,PHP 8.1,Fiber,"Redis,Aurora PostgreSQL",EventBridge,"EBS,EFS"
tech-419,Quality Assurance Platform,Quality Assurance Platform Frontend,Java 11,Express.js,"Aurora PostgreSQL,Redis",Kafka,"FSx,CloudFront,EFS"
tech-420,Supply Chain Service,Supply Chain Service Service,Java 11,Fiber,"Neptune,Cassandra,MongoDB","GraphQL,Cognito,Kinesis","CloudFront,EFS"
tech-421,Supply Chain Service,Supply Chain Service Backend,Java 17,Svelte,"SQL Server,PostgreSQL","AMQP,Cognito,Kinesis,Step Functions",EBS
tech-422,Supply Chain Service,Supply Chain Service Backend,.NET 6,React,,"RabbitMQ,Kafka,Step Functions,gRPC","FSx,S3"
tech-423,Supply Chain Service,Supply Chain Service Backend,.NET 7,Fiber,"Timestream,Redshift,DocumentDB","GraphQL,EventBridge,Cognito","EFS,CloudFront,S3"
tech-424,Procurement Application 145,Procurement Application 145 API,Java 17,Django,"Aurora PostgreSQL,Neo4j,DocumentDB","AMQP,Kafka,Step Functions,Cognito","CloudFront,S3,Storage Gateway"
tech-425,Procurement Application 145,Procurement Application 145 Service,Java 17,Laravel,Timestream,"Kafka,EventBridge,gRPC",EFS
tech-426,Procurement Application 145,Procurement Application 145 Service,.NET 7,React,Timestream,"AMQP,EventBridge,Kafka,RabbitMQ",CloudFront
tech-427,Product Processor,Product Processor Frontend,Node.js 18,Echo,,"MQTT,GraphQL","CloudFront,Glacier,EBS"
tech-428,Product Processor,Product Processor API,Node.js 18,Ruby on Rails,Redis,"Kafka,MQTT","Glacier,Backup,S3"
tech-429,Product Processor,Product Processor Worker,Java 21,Next.js,Timestream,"RabbitMQ,MQTT","Glacier,Backup"
tech-430,Product Processor,Product Processor API,.NET 8,FastAPI,,"WebSockets,EventBridge","FSx,S3,EBS"
tech-431,Product Processor,Product Processor Processor,Python 3.11,Django,"DocumentDB,DynamoDB","Step Functions,GraphQL","EFS,Storage Gateway"
tech-432,Finance Analyzer,Finance Analyzer API,.NET 6,Echo,"CouchDB,Cassandra","WebSockets,AMQP","Backup,EFS"
tech-433,Finance Analyzer,Finance Analyzer Worker,PHP 8.2,Echo,"Elasticsearch,DynamoDB","gRPC,MQTT,SQS",Backup
tech-434,E-Commerce Management System,E-Commerce Management System Service,Python 3.11,Solid.js,"CouchDB,Elasticsearch",Step Functions,"EFS,FSx,Storage Gateway"
tech-435,E-Commerce Management System,E-Commerce Management System Frontend,Python 3.10,React,"Neptune,Aurora PostgreSQL",SNS,"CloudFront,Backup"
tech-436,Finance Management System,Finance Management System Processor,Java 21,Nuxt.js,,"Auth0,RabbitMQ",CloudFront
tech-437,Finance Management System,Finance Management System Processor,Node.js 16,Ruby on Rails,"MongoDB,Redis","REST API,Kinesis,gRPC,Kafka",Storage Gateway
tech-438,Finance Management System,Finance Management System Backend,Java 21,Svelte,"Redis,PostgreSQL,Aurora MySQL","SQS,Kafka,Cognito,GraphQL","CloudFront,EBS"
tech-439,Marketing Gateway,Marketing Gateway API,Ruby 3.1,Gin,"Aurora MySQL,DynamoDB","AMQP,Kinesis,SNS",FSx
tech-440,Marketing Gateway,Marketing Gateway Worker,.NET 8,React,CouchDB,WebSockets,"EFS,Backup,S3"
tech-441,Marketing Gateway,Marketing Gateway Backend,.NET 8,Express.js,"Aurora PostgreSQL,MySQL,DynamoDB","Cognito,REST API","Glacier,FSx"
tech-442,Marketing Gateway,Marketing Gateway Frontend,Node.js 16,Solid.js,"Aurora PostgreSQL,PostgreSQL",MQTT,EFS
tech-443,Marketing Gateway,Marketing Gateway Backend,Java 21,Laravel,"Redshift,Neptune","RabbitMQ,Kinesis,Auth0,REST API",Glacier
