id,applicationName,serverName,serverType,cpu,memory,storage,region,environment,notes,osType,osVersion,dbEngineVersion,dbClusterId,dbClusterType,orchestrationPlatform
infra-248,Engineering Service,engineering-service-srv-248,t3.medium,2 vCPU,4 GB,40 GB SSD,us-west-2,Staging,,Windows,Ubuntu 20.04,Aurora MySQL 8.0,db-cluster-427,Active/Active,ECS
infra-249,Business Development Gateway,business-development-gateway-frontend-srv-249,i3.2xlarge,8 vCPU,61 GB,1.9 TB SSD,us-east-1,Production,,Linux,Amazon Linux 2023,Aurora PostgreSQL 14,db-cluster-303,Active/Active,Kubernetes
infra-250,Business Development Gateway,business-development-gateway-frontend-srv-250,i3.xlarge,4 vCPU,30.5 GB,950 GB SSD,us-east-1,Staging,,Linux,Amazon Linux 2023,Aurora PostgreSQL 14,db-cluster-491,Active/Active,None
infra-251,Business Development Gateway,business-development-gateway-backend-srv-251,t3.large,2 vCPU,8 GB,80 GB SSD,us-east-1,Production,,Windows,Amazon Linux 2023,Aurora MySQL 8.0,db-cluster-962,Multi-AZ,ECS
infra-252,Business Development Gateway,business-development-gateway-backend-srv-252,t3.small,2 vCPU,2 GB,30 GB SSD,us-east-1,Staging,,Windows,Ubuntu 20.04,Aurora PostgreSQL 14,db-cluster-464,Multi-AZ,Kubernetes
infra-253,Business Development Gateway,business-development-gateway-api-srv-253,m5.2xlarge,8 vCPU,32 GB,400 GB SSD,us-west-2,Production,,Windows,Windows Server 2022,MongoDB 6.0,db-cluster-465,Active/Active,Kubernetes
infra-254,Business Development Gateway,business-development-gateway-api-srv-254,c5.large,2 vCPU,4 GB,80 GB SSD,us-east-1,Staging,,Linux,Amazon Linux 2,DynamoDB,db-cluster-430,Single Instance,ECS
infra-255,Quality Assurance Tracker,quality-assurance-tracker-api-srv-255,t3.medium,2 vCPU,4 GB,40 GB SSD,us-east-1,Production,Primary instance,Windows,Windows Server 2022,Aurora PostgreSQL 14,db-cluster-627,Active/Backup,None
infra-256,Quality Assurance Tracker,quality-assurance-tracker-api-srv-256,i3.large,2 vCPU,15.25 GB,475 GB SSD,us-east-1,Staging,,Linux,Amazon Linux 2023,PostgreSQL 14,db-cluster-534,Multi-AZ,Kubernetes
infra-257,Quality Assurance Tracker,quality-assurance-tracker-worker-srv-257,m5.2xlarge,8 vCPU,32 GB,400 GB SSD,us-east-1,Production,,Linux,Amazon Linux 2,MySQL 8.0,db-cluster-378,Single Instance,ECS
infra-258,Quality Assurance Tracker,quality-assurance-tracker-worker-srv-258,t3.micro,2 vCPU,1 GB,20 GB SSD,us-east-1,Staging,,Linux,Ubuntu 20.04,Redis 7.0,db-cluster-621,Single Instance,Kubernetes
infra-259,Quality Assurance Tracker,quality-assurance-tracker-service-srv-259,i3.xlarge,4 vCPU,30.5 GB,950 GB SSD,us-east-1,Production,Primary instance,Windows,Ubuntu 22.04,PostgreSQL 13,db-cluster-784,Active/Active,EKS
infra-260,Quality Assurance Tracker,quality-assurance-tracker-service-srv-260,t3.large,2 vCPU,8 GB,80 GB SSD,us-west-2,Staging,,Windows,Ubuntu 20.04,Aurora PostgreSQL 14,db-cluster-430,Active/Backup,Kubernetes
infra-261,Quality Assurance Tracker,quality-assurance-tracker-api-srv-261,t3.medium,2 vCPU,4 GB,40 GB SSD,us-east-1,Production,,Linux,Ubuntu 20.04,PostgreSQL 14,db-cluster-459,Active/Active,EKS
infra-262,Quality Assurance Tracker,quality-assurance-tracker-api-srv-262,i3.xlarge,4 vCPU,30.5 GB,950 GB SSD,us-east-1,Staging,,Windows,Amazon Linux 2023,Redis 7.0,db-cluster-351,Single Instance,EKS
infra-263,Analytics Application,analytics-application-service-srv-263,t3.xlarge,4 vCPU,16 GB,160 GB SSD,us-east-1,Production,,Windows,Windows Server 2019,Redis 7.0,db-cluster-840,Active/Backup,EKS
infra-264,Analytics Application,analytics-application-service-srv-264,t3.xlarge,4 vCPU,16 GB,160 GB SSD,us-east-1,Staging,,Linux,Ubuntu 20.04,Redis 7.0,db-cluster-876,Active/Active,ECS
infra-265,Analytics Application,analytics-application-api-srv-265,t3.xlarge,4 vCPU,16 GB,160 GB SSD,us-west-2,Production,,Windows,Amazon Linux 2023,PostgreSQL 13,db-cluster-429,Active/Active,EKS
infra-266,Analytics Application,analytics-application-api-srv-266,m5.large,2 vCPU,8 GB,100 GB SSD,us-east-1,Staging,,Linux,Amazon Linux 2,DynamoDB,db-cluster-568,Multi-AZ,ECS
infra-267,Analytics Application,analytics-application-backend-srv-267,r5.large,2 vCPU,16 GB,100 GB SSD,us-east-1,Production,Primary instance,Windows,Amazon Linux 2,PostgreSQL 14,db-cluster-278,Multi-AZ,None
infra-268,Analytics Application,analytics-application-backend-srv-268,i3.xlarge,4 vCPU,30.5 GB,950 GB SSD,us-east-1,Staging,,Linux,Amazon Linux 2,PostgreSQL 15,db-cluster-428,Multi-AZ,None
infra-269,Analytics Application,analytics-application-api-srv-269,r5.4xlarge,16 vCPU,128 GB,800 GB SSD,us-west-2,Production,,Windows,Amazon Linux 2023,Aurora PostgreSQL 14,db-cluster-183,Single Instance,None
infra-270,Analytics Application,analytics-application-api-srv-270,t3.large,2 vCPU,8 GB,80 GB SSD,us-west-2,Staging,,Windows,Ubuntu 22.04,MongoDB 6.0,db-cluster-253,Active/Active,ECS
infra-271,R&D Portal 42,r&d-portal-42-service-srv-271,r5.2xlarge,8 vCPU,64 GB,400 GB SSD,us-west-2,Production,Primary instance,Windows,Windows Server 2019,Redis 7.0,db-cluster-107,Single Instance,Kubernetes
infra-272,R&D Portal 42,r&d-portal-42-service-srv-272,m5.2xlarge,8 vCPU,32 GB,400 GB SSD,us-west-2,Staging,,Linux,Amazon Linux 2,DynamoDB,db-cluster-608,Active/Active,ECS
infra-273,R&D Portal 42,r&d-portal-42-backend-srv-273,t3.medium,2 vCPU,4 GB,40 GB SSD,us-west-2,Production,,Linux,Amazon Linux 2023,Aurora MySQL 8.0,db-cluster-835,Active/Backup,ECS
infra-274,R&D Portal 42,r&d-portal-42-backend-srv-274,t3.small,2 vCPU,2 GB,30 GB SSD,us-east-1,Staging,,Windows,Windows Server 2022,DynamoDB,db-cluster-154,Active/Active,None
infra-275,R&D Portal 42,r&d-portal-42-worker-srv-275,t3.micro,2 vCPU,1 GB,20 GB SSD,us-west-2,Production,,Windows,Windows Server 2022,MongoDB 6.0,db-cluster-216,Active/Active,ECS
infra-276,R&D Portal 42,r&d-portal-42-worker-srv-276,c5.xlarge,4 vCPU,8 GB,160 GB SSD,us-east-1,Staging,,Windows,Amazon Linux 2023,DynamoDB,db-cluster-418,Active/Active,Kubernetes
infra-277,R&D Portal 42,r&d-portal-42-service-srv-277,m5.xlarge,4 vCPU,16 GB,200 GB SSD,us-east-1,Production,,Linux,Amazon Linux 2,PostgreSQL 13,db-cluster-783,Active/Backup,None
infra-278,R&D Portal 42,r&d-portal-42-service-srv-278,t3.micro,2 vCPU,1 GB,20 GB SSD,us-west-2,Staging,,Linux,Ubuntu 22.04,PostgreSQL 13,db-cluster-566,Active/Backup,Kubernetes
infra-279,R&D Portal 42,r&d-portal-42-worker-srv-279,c5.4xlarge,16 vCPU,32 GB,640 GB SSD,us-west-2,Production,,Linux,Ubuntu 20.04,Aurora MySQL 8.0,db-cluster-235,Single Instance,ECS
infra-280,R&D Portal 42,r&d-portal-42-worker-srv-280,r5.large,2 vCPU,16 GB,100 GB SSD,us-west-2,Staging,,Linux,Amazon Linux 2023,MongoDB 6.0,db-cluster-520,Single Instance,EKS
infra-281,Manufacturing Tool,manufacturing-tool-worker-srv-281,i3.large,2 vCPU,15.25 GB,475 GB SSD,us-east-1,Production,,Linux,Ubuntu 22.04,Redis 7.0,db-cluster-526,Active/Backup,Kubernetes
infra-282,Manufacturing Tool,manufacturing-tool-worker-srv-282,m5.4xlarge,16 vCPU,64 GB,800 GB SSD,us-east-1,Staging,,Windows,Ubuntu 22.04,PostgreSQL 15,db-cluster-980,Active/Backup,ECS
infra-283,Manufacturing Tool,manufacturing-tool-api-srv-283,c5.2xlarge,8 vCPU,16 GB,320 GB SSD,us-west-2,Production,,Windows,Ubuntu 20.04,MySQL 8.0,db-cluster-921,Active/Backup,EKS
infra-284,Manufacturing Tool,manufacturing-tool-api-srv-284,r5.4xlarge,16 vCPU,128 GB,800 GB SSD,us-east-1,Staging,,Linux,Amazon Linux 2,PostgreSQL 15,db-cluster-402,Multi-AZ,Kubernetes
infra-285,R&D Tracker,r&d-tracker-backend-srv-285,t3.large,2 vCPU,8 GB,80 GB SSD,us-east-1,Production,,Windows,Windows Server 2019,DynamoDB,db-cluster-285,Multi-AZ,EKS
infra-286,R&D Tracker,r&d-tracker-backend-srv-286,r5.2xlarge,8 vCPU,64 GB,400 GB SSD,us-east-1,Staging,,Windows,Amazon Linux 2,PostgreSQL 13,db-cluster-970,Single Instance,None
infra-287,R&D Tracker,r&d-tracker-backend-srv-287,i3.large,2 vCPU,15.25 GB,475 GB SSD,us-east-1,Production,,Windows,Windows Server 2022,Aurora PostgreSQL 14,db-cluster-808,Single Instance,None
infra-288,R&D Tracker,r&d-tracker-backend-srv-288,r5.xlarge,4 vCPU,32 GB,200 GB SSD,us-west-2,Staging,,Linux,Amazon Linux 2,PostgreSQL 14,db-cluster-693,Multi-AZ,ECS
infra-289,R&D Tracker,r&d-tracker-frontend-srv-289,t3.medium,2 vCPU,4 GB,40 GB SSD,us-east-1,Production,,Linux,Ubuntu 20.04,MongoDB 6.0,db-cluster-855,Multi-AZ,ECS
infra-290,R&D Tracker,r&d-tracker-frontend-srv-290,m5.4xlarge,16 vCPU,64 GB,800 GB SSD,us-west-2,Staging,,Linux,Amazon Linux 2023,Aurora PostgreSQL 14,db-cluster-204,Multi-AZ,None
infra-291,R&D Tracker,r&d-tracker-backend-srv-291,r5.xlarge,4 vCPU,32 GB,200 GB SSD,us-west-2,Production,,Windows,Windows Server 2022,Redis 7.0,db-cluster-704,Multi-AZ,Kubernetes
infra-292,R&D Tracker,r&d-tracker-backend-srv-292,t3.xlarge,4 vCPU,16 GB,160 GB SSD,us-east-1,Staging,,Linux,Ubuntu 20.04,DynamoDB,db-cluster-723,Active/Active,ECS
infra-293,R&D Management System 45,r&d-management-system-45-api-srv-293,c5.xlarge,4 vCPU,8 GB,160 GB SSD,us-west-2,Production,,Windows,Windows Server 2022,MongoDB 6.0,db-cluster-449,Multi-AZ,Kubernetes
infra-294,R&D Management System 45,r&d-management-system-45-api-srv-294,t3.large,2 vCPU,8 GB,80 GB SSD,us-west-2,Staging,,Linux,Ubuntu 20.04,PostgreSQL 14,db-cluster-381,Active/Backup,Kubernetes
infra-295,R&D Management System 45,r&d-management-system-45-api-srv-295,r5.large,2 vCPU,16 GB,100 GB SSD,us-east-1,Production,,Windows,Windows Server 2019,PostgreSQL 15,db-cluster-499,Single Instance,EKS
infra-296,R&D Management System 45,r&d-management-system-45-api-srv-296,t3.medium,2 vCPU,4 GB,40 GB SSD,us-west-2,Staging,,Windows,Amazon Linux 2,Aurora MySQL 8.0,db-cluster-361,Multi-AZ,Kubernetes
infra-297,Customer Service Platform,customer-service-platform-frontend-srv-297,m5.xlarge,4 vCPU,16 GB,200 GB SSD,us-east-1,Production,Primary instance,Windows,Amazon Linux 2023,MySQL 8.0,db-cluster-669,Multi-AZ,Kubernetes
infra-298,Customer Service Platform,customer-service-platform-frontend-srv-298,m5.large,2 vCPU,8 GB,100 GB SSD,us-west-2,Staging,,Windows,Windows Server 2022,PostgreSQL 13,db-cluster-588,Active/Backup,Kubernetes
infra-299,Customer Service Platform,customer-service-platform-backend-srv-299,m5.large,2 vCPU,8 GB,100 GB SSD,us-west-2,Production,Primary instance,Windows,Ubuntu 20.04,PostgreSQL 13,db-cluster-771,Multi-AZ,Kubernetes
infra-300,Customer Service Platform,customer-service-platform-backend-srv-300,r5.xlarge,4 vCPU,32 GB,200 GB SSD,us-east-1,Staging,,Windows,Amazon Linux 2023,MySQL 8.0,db-cluster-835,Multi-AZ,Kubernetes
infra-301,Analytics Hub,analytics-hub-srv-301,t3.micro,2 vCPU,1 GB,20 GB SSD,us-east-1,Production,Primary instance,Linux,Ubuntu 22.04,MongoDB 6.0,db-cluster-267,Active/Backup,None
infra-302,Analytics Hub,analytics-hub-srv-302,c5.large,2 vCPU,4 GB,80 GB SSD,us-west-2,Staging,,Linux,Ubuntu 22.04,MongoDB 6.0,db-cluster-820,Single Instance,Kubernetes
infra-303,E-Commerce Controller,e-commerce-controller-processor-srv-303,i3.xlarge,4 vCPU,30.5 GB,950 GB SSD,us-east-1,Production,Primary instance,Windows,Windows Server 2019,MySQL 8.0,db-cluster-334,Multi-AZ,ECS
infra-304,E-Commerce Controller,e-commerce-controller-processor-srv-304,i3.large,2 vCPU,15.25 GB,475 GB SSD,us-east-1,Staging,,Windows,Windows Server 2019,PostgreSQL 14,db-cluster-470,Multi-AZ,Kubernetes
infra-305,E-Commerce Controller,e-commerce-controller-service-srv-305,t3.medium,2 vCPU,4 GB,40 GB SSD,us-east-1,Production,Primary instance,Windows,Ubuntu 20.04,Aurora MySQL 8.0,db-cluster-398,Active/Backup,ECS
infra-306,E-Commerce Controller,e-commerce-controller-service-srv-306,i3.2xlarge,8 vCPU,61 GB,1.9 TB SSD,us-west-2,Staging,,Windows,Amazon Linux 2,PostgreSQL 14,db-cluster-364,Active/Active,Kubernetes
infra-307,E-Commerce Controller,e-commerce-controller-api-srv-307,c5.xlarge,4 vCPU,8 GB,160 GB SSD,us-east-1,Production,,Linux,Ubuntu 22.04,PostgreSQL 14,db-cluster-233,Active/Backup,ECS
infra-308,E-Commerce Controller,e-commerce-controller-api-srv-308,t3.medium,2 vCPU,4 GB,40 GB SSD,us-west-2,Staging,,Linux,Ubuntu 22.04,Redis 7.0,db-cluster-763,Active/Backup,Kubernetes
infra-309,Marketing Dashboard,marketing-dashboard-api-srv-309,r5.large,2 vCPU,16 GB,100 GB SSD,us-west-2,Production,,Windows,Windows Server 2019,DynamoDB,db-cluster-910,Active/Backup,EKS
infra-310,Marketing Dashboard,marketing-dashboard-api-srv-310,m5.xlarge,4 vCPU,16 GB,200 GB SSD,us-west-2,Staging,,Windows,Windows Server 2022,PostgreSQL 13,db-cluster-826,Multi-AZ,ECS
infra-311,Marketing Dashboard,marketing-dashboard-backend-srv-311,r5.large,2 vCPU,16 GB,100 GB SSD,us-east-1,Production,,Windows,Windows Server 2019,Redis 7.0,db-cluster-422,Single Instance,EKS
infra-312,Marketing Dashboard,marketing-dashboard-backend-srv-312,t3.xlarge,4 vCPU,16 GB,160 GB SSD,us-west-2,Staging,,Linux,Ubuntu 22.04,MongoDB 6.0,db-cluster-572,Single Instance,EKS
infra-313,Marketing Dashboard,marketing-dashboard-frontend-srv-313,c5.2xlarge,8 vCPU,16 GB,320 GB SSD,us-east-1,Production,,Linux,Ubuntu 22.04,Aurora PostgreSQL 14,db-cluster-716,Active/Active,None
infra-314,Marketing Dashboard,marketing-dashboard-frontend-srv-314,t3.large,2 vCPU,8 GB,80 GB SSD,us-east-1,Staging,,Linux,Ubuntu 20.04,MongoDB 6.0,db-cluster-567,Active/Active,ECS
infra-315,Marketing Dashboard,marketing-dashboard-processor-srv-315,t3.medium,2 vCPU,4 GB,40 GB SSD,us-west-2,Production,,Windows,Ubuntu 20.04,MySQL 8.0,db-cluster-798,Multi-AZ,EKS
infra-316,Marketing Dashboard,marketing-dashboard-processor-srv-316,i3.2xlarge,8 vCPU,61 GB,1.9 TB SSD,us-east-1,Staging,,Linux,Amazon Linux 2023,Aurora MySQL 8.0,db-cluster-805,Active/Active,ECS
infra-317,Marketing Dashboard,marketing-dashboard-backend-srv-317,m5.4xlarge,16 vCPU,64 GB,800 GB SSD,us-east-1,Production,Primary instance,Linux,Ubuntu 20.04,PostgreSQL 14,db-cluster-213,Single Instance,None
infra-318,Marketing Dashboard,marketing-dashboard-backend-srv-318,t3.xlarge,4 vCPU,16 GB,160 GB SSD,us-west-2,Staging,,Windows,Windows Server 2022,MySQL 8.0,db-cluster-489,Multi-AZ,ECS
infra-319,Legal Dashboard,legal-dashboard-backend-srv-319,t3.micro,2 vCPU,1 GB,20 GB SSD,us-east-1,Production,,Linux,Amazon Linux 2023,PostgreSQL 14,db-cluster-112,Active/Active,Kubernetes
infra-320,Legal Dashboard,legal-dashboard-backend-srv-320,i3.2xlarge,8 vCPU,61 GB,1.9 TB SSD,us-west-2,Staging,,Windows,Ubuntu 20.04,PostgreSQL 15,db-cluster-526,Multi-AZ,EKS
infra-321,Legal Dashboard,legal-dashboard-worker-srv-321,t3.large,2 vCPU,8 GB,80 GB SSD,us-west-2,Production,,Linux,Ubuntu 22.04,PostgreSQL 15,db-cluster-327,Multi-AZ,None
infra-322,Legal Dashboard,legal-dashboard-worker-srv-322,r5.2xlarge,8 vCPU,64 GB,400 GB SSD,us-west-2,Staging,,Windows,Ubuntu 22.04,Redis 7.0,db-cluster-317,Multi-AZ,EKS
infra-323,Legal Dashboard,legal-dashboard-worker-srv-323,c5.large,2 vCPU,4 GB,80 GB SSD,us-west-2,Production,Primary instance,Linux,Ubuntu 22.04,MongoDB 6.0,db-cluster-773,Multi-AZ,EKS
infra-324,Legal Dashboard,legal-dashboard-worker-srv-324,i3.xlarge,4 vCPU,30.5 GB,950 GB SSD,us-east-1,Staging,,Windows,Amazon Linux 2023,Aurora PostgreSQL 14,db-cluster-635,Single Instance,None
infra-325,HR Tracker,hr-tracker-worker-srv-325,i3.xlarge,4 vCPU,30.5 GB,950 GB SSD,us-west-2,Production,Primary instance,Linux,Amazon Linux 2023,PostgreSQL 13,db-cluster-873,Multi-AZ,EKS
infra-326,HR Tracker,hr-tracker-worker-srv-326,c5.large,2 vCPU,4 GB,80 GB SSD,us-east-1,Staging,,Linux,Ubuntu 22.04,Aurora PostgreSQL 14,db-cluster-357,Single Instance,None
infra-327,HR Tracker,hr-tracker-frontend-srv-327,m5.4xlarge,16 vCPU,64 GB,800 GB SSD,us-west-2,Production,,Linux,Amazon Linux 2023,Aurora PostgreSQL 14,db-cluster-808,Single Instance,EKS
infra-328,HR Tracker,hr-tracker-frontend-srv-328,t3.large,2 vCPU,8 GB,80 GB SSD,us-west-2,Staging,,Linux,Amazon Linux 2023,MySQL 8.0,db-cluster-613,Multi-AZ,Kubernetes
infra-329,Business Development Gateway,business-development-gateway-frontend-srv-329,i3.large,2 vCPU,15.25 GB,475 GB SSD,us-east-1,Production,,Linux,Amazon Linux 2,MongoDB 6.0,db-cluster-993,Active/Backup,None
infra-330,Business Development Gateway,business-development-gateway-frontend-srv-330,m5.xlarge,4 vCPU,16 GB,200 GB SSD,us-west-2,Staging,,Linux,Ubuntu 22.04,DynamoDB,db-cluster-982,Single Instance,ECS
infra-331,Business Development Gateway,business-development-gateway-service-srv-331,c5.2xlarge,8 vCPU,16 GB,320 GB SSD,us-west-2,Production,,Windows,Windows Server 2019,MongoDB 6.0,db-cluster-482,Single Instance,None
infra-332,Business Development Gateway,business-development-gateway-service-srv-332,r5.2xlarge,8 vCPU,64 GB,400 GB SSD,us-west-2,Staging,,Linux,Amazon Linux 2023,PostgreSQL 15,db-cluster-568,Active/Backup,Kubernetes
infra-333,Business Development Gateway,business-development-gateway-worker-srv-333,t3.micro,2 vCPU,1 GB,20 GB SSD,us-west-2,Production,Primary instance,Windows,Windows Server 2022,PostgreSQL 15,db-cluster-384,Active/Active,Kubernetes
infra-334,Business Development Gateway,business-development-gateway-worker-srv-334,t3.medium,2 vCPU,4 GB,40 GB SSD,us-west-2,Staging,,Windows,Ubuntu 22.04,PostgreSQL 15,db-cluster-228,Single Instance,None
infra-335,Business Development Gateway,business-development-gateway-worker-srv-335,m5.xlarge,4 vCPU,16 GB,200 GB SSD,us-west-2,Production,,Windows,Amazon Linux 2,MongoDB 6.0,db-cluster-448,Single Instance,Kubernetes
infra-336,Business Development Gateway,business-development-gateway-worker-srv-336,r5.large,2 vCPU,16 GB,100 GB SSD,us-east-1,Staging,,Linux,Ubuntu 20.04,Aurora MySQL 8.0,db-cluster-765,Multi-AZ,None
infra-337,Product Engine,product-engine-srv-337,c5.4xlarge,16 vCPU,32 GB,640 GB SSD,us-east-1,Production,,Windows,Windows Server 2022,Redis 7.0,db-cluster-244,Multi-AZ,ECS
infra-338,Product Engine,product-engine-srv-338,i3.large,2 vCPU,15.25 GB,475 GB SSD,us-west-2,Staging,,Linux,Amazon Linux 2023,MongoDB 6.0,db-cluster-607,Active/Backup,ECS
infra-339,Operations Service,operations-service-srv-339,t3.small,2 vCPU,2 GB,30 GB SSD,us-east-1,Production,,Windows,Windows Server 2022,MySQL 8.0,db-cluster-299,Multi-AZ,EKS
infra-340,Operations Service,operations-service-srv-340,m5.large,2 vCPU,8 GB,100 GB SSD,us-west-2,Staging,,Windows,Amazon Linux 2,MongoDB 6.0,db-cluster-349,Active/Backup,EKS
infra-341,Legal Tracker,legal-tracker-backend-srv-341,r5.4xlarge,16 vCPU,128 GB,800 GB SSD,us-east-1,Production,Primary instance,Linux,Ubuntu 22.04,PostgreSQL 14,db-cluster-566,Active/Backup,ECS
infra-342,Legal Tracker,legal-tracker-backend-srv-342,t3.small,2 vCPU,2 GB,30 GB SSD,us-east-1,Staging,,Windows,Amazon Linux 2,PostgreSQL 15,db-cluster-323,Active/Backup,EKS
infra-343,Legal Tracker,legal-tracker-service-srv-343,c5.4xlarge,16 vCPU,32 GB,640 GB SSD,us-west-2,Production,Primary instance,Linux,Ubuntu 20.04,PostgreSQL 13,db-cluster-825,Multi-AZ,None
infra-344,Legal Tracker,legal-tracker-service-srv-344,r5.2xlarge,8 vCPU,64 GB,400 GB SSD,us-west-2,Staging,,Windows,Amazon Linux 2023,MySQL 8.0,db-cluster-385,Single Instance,None
infra-345,Legal Tracker,legal-tracker-worker-srv-345,c5.4xlarge,16 vCPU,32 GB,640 GB SSD,us-west-2,Production,,Windows,Windows Server 2019,DynamoDB,db-cluster-830,Active/Backup,None
infra-346,Legal Tracker,legal-tracker-worker-srv-346,c5.xlarge,4 vCPU,8 GB,160 GB SSD,us-west-2,Staging,,Windows,Windows Server 2019,MySQL 8.0,db-cluster-157,Active/Backup,None
infra-347,Legal Tracker,legal-tracker-frontend-srv-347,m5.2xlarge,8 vCPU,32 GB,400 GB SSD,us-east-1,Production,,Windows,Windows Server 2019,PostgreSQL 13,db-cluster-480,Multi-AZ,None
infra-348,Legal Tracker,legal-tracker-frontend-srv-348,m5.large,2 vCPU,8 GB,100 GB SSD,us-east-1,Staging,,Linux,Ubuntu 22.04,DynamoDB,db-cluster-273,Single Instance,Kubernetes
infra-349,Sales Platform,sales-platform-processor-srv-349,t3.xlarge,4 vCPU,16 GB,160 GB SSD,us-east-1,Production,,Linux,Amazon Linux 2,PostgreSQL 13,db-cluster-904,Single Instance,EKS
infra-350,Sales Platform,sales-platform-processor-srv-350,i3.2xlarge,8 vCPU,61 GB,1.9 TB SSD,us-east-1,Staging,,Linux,Ubuntu 22.04,PostgreSQL 14,db-cluster-928,Active/Backup,EKS
infra-351,Sales Platform,sales-platform-frontend-srv-351,m5.2xlarge,8 vCPU,32 GB,400 GB SSD,us-east-1,Production,Primary instance,Linux,Amazon Linux 2023,DynamoDB,db-cluster-178,Active/Active,Kubernetes
infra-352,Sales Platform,sales-platform-frontend-srv-352,i3.2xlarge,8 vCPU,61 GB,1.9 TB SSD,us-west-2,Staging,,Linux,Amazon Linux 2,Aurora PostgreSQL 14,db-cluster-792,Active/Active,None
infra-353,Sales Platform,sales-platform-service-srv-353,r5.4xlarge,16 vCPU,128 GB,800 GB SSD,us-west-2,Production,Primary instance,Linux,Ubuntu 22.04,Aurora PostgreSQL 14,db-cluster-878,Single Instance,None
infra-354,Sales Platform,sales-platform-service-srv-354,r5.large,2 vCPU,16 GB,100 GB SSD,us-west-2,Staging,,Linux,Amazon Linux 2023,Redis 7.0,db-cluster-597,Active/Backup,ECS
infra-355,IT Engine,it-engine-api-srv-355,t3.small,2 vCPU,2 GB,30 GB SSD,us-east-1,Production,,Windows,Ubuntu 20.04,MongoDB 6.0,db-cluster-272,Active/Active,None
infra-356,IT Engine,it-engine-api-srv-356,m5.large,2 vCPU,8 GB,100 GB SSD,us-east-1,Staging,,Windows,Ubuntu 20.04,PostgreSQL 14,db-cluster-209,Multi-AZ,ECS
infra-357,IT Engine,it-engine-frontend-srv-357,i3.2xlarge,8 vCPU,61 GB,1.9 TB SSD,us-east-1,Production,,Linux,Amazon Linux 2023,PostgreSQL 13,db-cluster-596,Single Instance,ECS
infra-358,IT Engine,it-engine-frontend-srv-358,i3.large,2 vCPU,15.25 GB,475 GB SSD,us-east-1,Staging,,Windows,Amazon Linux 2023,DynamoDB,db-cluster-274,Active/Active,EKS
infra-359,IT Engine,it-engine-service-srv-359,m5.large,2 vCPU,8 GB,100 GB SSD,us-east-1,Production,,Linux,Ubuntu 22.04,PostgreSQL 14,db-cluster-828,Single Instance,Kubernetes
infra-360,IT Engine,it-engine-service-srv-360,t3.small,2 vCPU,2 GB,30 GB SSD,us-west-2,Staging,,Windows,Ubuntu 22.04,PostgreSQL 13,db-cluster-497,Multi-AZ,EKS
infra-361,IT Engine,it-engine-frontend-srv-361,m5.large,2 vCPU,8 GB,100 GB SSD,us-west-2,Production,,Windows,Windows Server 2019,PostgreSQL 15,db-cluster-733,Active/Active,None
infra-362,IT Engine,it-engine-frontend-srv-362,i3.large,2 vCPU,15.25 GB,475 GB SSD,us-west-2,Staging,,Linux,Amazon Linux 2,PostgreSQL 13,db-cluster-415,Multi-AZ,ECS
infra-363,Business Development Hub,business-development-hub-frontend-srv-363,t3.xlarge,4 vCPU,16 GB,160 GB SSD,us-west-2,Production,Primary instance,Linux,Ubuntu 22.04,PostgreSQL 14,db-cluster-103,Single Instance,ECS
infra-364,Business Development Hub,business-development-hub-frontend-srv-364,r5.4xlarge,16 vCPU,128 GB,800 GB SSD,us-west-2,Staging,,Linux,Amazon Linux 2,PostgreSQL 13,db-cluster-260,Single Instance,EKS
infra-365,Business Development Hub,business-development-hub-backend-srv-365,m5.xlarge,4 vCPU,16 GB,200 GB SSD,us-east-1,Production,,Windows,Ubuntu 20.04,Redis 7.0,db-cluster-331,Active/Active,Kubernetes
infra-366,Business Development Hub,business-development-hub-backend-srv-366,c5.4xlarge,16 vCPU,32 GB,640 GB SSD,us-east-1,Staging,,Linux,Ubuntu 22.04,PostgreSQL 14,db-cluster-383,Active/Active,Kubernetes
infra-367,Business Development Hub,business-development-hub-frontend-srv-367,t3.medium,2 vCPU,4 GB,40 GB SSD,us-east-1,Production,,Windows,Ubuntu 20.04,MySQL 8.0,db-cluster-638,Active/Active,Kubernetes
infra-368,Business Development Hub,business-development-hub-frontend-srv-368,m5.xlarge,4 vCPU,16 GB,200 GB SSD,us-east-1,Staging,,Windows,Windows Server 2022,PostgreSQL 13,db-cluster-793,Active/Backup,EKS
infra-369,Business Development Hub,business-development-hub-processor-srv-369,t3.small,2 vCPU,2 GB,30 GB SSD,us-east-1,Production,,Windows,Windows Server 2022,MySQL 8.0,db-cluster-932,Active/Backup,EKS
infra-370,Business Development Hub,business-development-hub-processor-srv-370,i3.xlarge,4 vCPU,30.5 GB,950 GB SSD,us-west-2,Staging,,Linux,Amazon Linux 2,Redis 7.0,db-cluster-999,Single Instance,ECS
infra-371,Finance Analyzer,finance-analyzer-srv-371,i3.large,2 vCPU,15.25 GB,475 GB SSD,us-west-2,Production,,Windows,Windows Server 2022,PostgreSQL 13,db-cluster-425,Single Instance,Kubernetes
infra-372,Finance Analyzer,finance-analyzer-srv-372,r5.xlarge,4 vCPU,32 GB,200 GB SSD,us-west-2,Staging,,Windows,Windows Server 2022,PostgreSQL 14,db-cluster-988,Active/Active,Kubernetes
